GenomeID	Length	Accession	TaxaID	superkingdom	phylum	class	order	family	genus	species
BACT1033	4836638	NC_011148.1	454166	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
BACT1034	4944000	NC_006905.1	321314	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
BACT1035	4917459	NC_011204.1	439851	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
BACT1036	4685848	NC_011294.1	550537	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
BACT1037	4658697	NC_011274.1	550538	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
BACT1038	4793325	NZ_ABFG01000014.1	465516	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
BACT1039	4546142	NZ_ABEH02000002.1	454167	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
BACT104	5749301	NZ_ACMT01000170.1	526994	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
BACT1040	4585229	NC_006511.1	295319	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
BACT1041	4858887	NC_010102.1	1016998	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
BACT1042	4928961	NZ_ABAN01000090.1	439847	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
BACT1043	4785739	NZ_ACBF01000060.1	573395	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
BACT1044	5029760	NZ_CAAX01000058.1	496066	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
BACT1045	5047463	NZ_ABFF01000015.1	465518	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
BACT1046	4951371	NC_003277.1	99287	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica
BACT1047	4253413	NC_013521.1	446469	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Sanguibacteraceae	Sanguibacter	Sanguibacter keddieii
BACT1048	4486650	NC_013517.1	526218	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sebaldella	Sebaldella termitidis
BACT1049	2157862	NZ_ACLA01000006.1	638302	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas flueggei
BACT105	5599857	NC_011656.1	405534	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
BACT1050	2039467	NZ_ACKT01000005.1	585503	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas noxia
BACT1051	2553953	NZ_ACKP02000037.1	546271	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas sputigena
BACT1052	5495657	NC_009829.1	399741	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia proteamaculans
BACT1053	4306142	NC_008700.1	326297	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella amazonensis
BACT1054	5547544	NC_009998.1	399599	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella baltica
BACT1055	4351589	NZ_ABIC01000088.1	314608	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella benthica
BACT1056	4545906	NC_007954.1	318161	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella denitrificans
BACT1057	4845257	NC_008345.1	318167	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella frigidimarina
BACT1058	5226917	NC_010334.1	458817	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella halifaxensis
BACT1059	4602594	NC_009092.1	323850	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella loihica
BACT106	5774351	NZ_ACMP01000045.1	526990	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
BACT1060	5131416	NC_004349.1	211586	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella oneidensis
BACT1061	5174581	NC_009901.1	398579	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella pealeana
BACT1062	5396476	NC_011566.1	225849	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella piezotolerans
BACT1063	5517674	NC_009831.1	425104	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella sediminis
BACT1064	4972204	NC_008577.1	94122	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella sp. ANA-3
BACT1065	4799109	NC_008320.1	60481	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella sp. MR-7
BACT1066	4708380	NC_008750.1	351745	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella sp. W3-18-1
BACT1067	5935403	NC_010506.1	392500	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella woodyi
BACT1068	4874659	NC_010672.1	344609	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella boydii
BACT1069	4828821	NC_004337.1	198214	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella flexneri
BACT107	5655808	NZ_ACLX01000002.1	526972	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
BACT1070	5055316	NC_009346.1	300269	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella sonnei
BACT1071	4717340	NZ_ACDL01000024.1	556266	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli
BACT1072	2168977	NZ_ACIP02000004.1	626523	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Shuttleworthia	Shuttleworthia satelles
BACT1073	3003656	NC_013959.1	580332	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	Sideroxydans	Sideroxydans lithotrophicus
BACT1074	3515866	ACNX01000033.1	644107	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria lacuscaerulensis
BACT1075	6817576	NC_009621.1	366394	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium medicae
BACT1076	6691694	NC_003078.1	266834	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium meliloti
BACT1077	2094589	NZ_ACUX02000002.1	649764	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Slackia	Slackia exigua
BACT1078	3165038	NC_013165.1	471855	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Slackia	Slackia heliotrinireducens
BACT1079	4292502	NC_007715.1	343509	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Sodalis	Sodalis glossinidius
BACT108	5563247	NZ_ACMQ01000007.1	526991	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
BACT1080	9965640	NC_008536.1	234267	Bacteria	Acidobacteria	Acidobacteriia	Bryobacterales	Solibacteraceae	Candidatus Solibacter	Candidatus Solibacter usitatus
BACT1081	13033779	NC_010162.1	448385	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	Sorangium cellulosum
BACT1082	3993764	NC_013524.1	479434	Bacteria	Chloroflexi	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	Sphaerobacter	Sphaerobacter thermophilus
BACT1083	5218706	NZ_ACHB01000092.1	525372	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium spiritivorum
BACT1084	3948000	NZ_AAQG01000001.1	314266	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. SKA58
BACT1085	5915246	NC_009507.1	392499	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas wittichii
BACT1086	3373713	NC_008048.1	317655	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis alaskensis
BACT1088	8491258	NC_013737.1	504472	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	Spirosoma linguale
BACT1089	6841557	NC_013947.1	446470	Bacteria	Actinobacteria	Actinobacteria	Glycomycetales	Glycomycetaceae	Stackebrandtia	Stackebrandtia nassauensis
BACT109	5588834	NC_011777.1	405535	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
BACT1090	2903081	NC_010063.1	451516	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus
BACT1091	2435835	NZ_ACFR01000030.1	553212	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus capitis
BACT1092	2566424	NC_012121.1	396513	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus carnosus
BACT1093	2643840	NC_006663.1	176279	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus epidermidis
BACT1094	2697861	NC_007169.1	279808	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus haemolyticus
BACT1095	2226236	NZ_ACLP01000035.1	629742	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus hominis
BACT1096	2577899	NC_007350.1	342451	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus saprophyticus
BACT1097	2425653	NZ_ACPZ01000015.1	596319	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus warneri
BACT1098	4851126	NC_010943.1	522373	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas maltophilia
BACT1099	4990006	ACDV01000026.1	391601	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas sp. SKA14
BACT11	3963080	NC_009472.1	349163	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acidiphilium	Acidiphilium cryptum
BACT110	5914523	NZ_ACLT01000061.1	526980	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
BACT1100	10265408	NZ_AAMD01000261.1	378806	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Archangiaceae	Stigmatella	Stigmatella aurantiaca
BACT1101	1673280	NC_013515.1	519441	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Streptobacillus	Streptobacillus moniliformis
BACT1102	2193092	NZ_AAJO01000206.1	342613	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae
BACT1103	2088229	NZ_AAJP01000019.1	342614	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae
BACT1104	2105032	NZ_AAJQ01000127.1	342617	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae
BACT1105	2205442	NZ_AAJR01000001.1	342616	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae
BACT1106	2201150	NZ_AAJS01000092.1	342615	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae
BACT1107	2211485	NC_004368.1	211110	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus agalactiae
BACT1108	2106340	NC_012891.1	486410	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus dysgalactiae
BACT1109	2253793	NC_012471.1	553482	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus equi
BACT111	5432652	NC_003909.8	222523	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
BACT1110	2149868	NC_012470.1	40041	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus equi
BACT1111	2196662	NC_009785.1	467705	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus gordonii
BACT1112	1925087	NZ_ABJK02000021.1	471872	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus infantarius
BACT1113	2030921	NC_004350.1	210007	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans
BACT1114	2088772	NC_014251.1	525381	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pneumoniae
BACT1115	1937111	NC_008024.1	370554	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus pyogenes
BACT1116	2128332	NZ_ACLO01000097.1	596322	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius
BACT1117	2388435	NC_009009.1	388919	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sanguinis
BACT1118	2220439	ACOI01000012.1	469609	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus sp. 2_1_36FAA
BACT1119	2170808	NC_012926.1	568814	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus suis
BACT112	5427083	NC_004721.2	226900	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
BACT1120	1864178	NC_008501.1	322159	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus thermophilus
BACT1121	1852352	NC_012004.1	218495	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus uberis
BACT1122	6619469	NZ_ABYC01000113.1	457425	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces albus
BACT1123	9119895	NC_003155.4	227882	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces avermitilis
BACT1124	9054847	NC_003904.1	100226	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces coelicolor
BACT1125	7587528	NZ_ACZH01000077.1	591167	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces pratensis
BACT1126	8223278	NZ_ABYA01000102.1	566461	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces viridosporus
BACT1127	7364052	NZ_ACFA01000223.1	467200	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces griseoflavus
BACT1128	8545929	NC_010572.1	455632	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces griseus
BACT1129	10466286	NZ_ACEX01000130.1	457427	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces himastatinicus
BACT113	5224297	NZ_ACLZ01000030.1	526977	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
BACT1130	8190887	NZ_ACEY01000048.1	457428	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces lividans
BACT1131	7763119	NZ_ABYX01000240.1	457430	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces filamentosus
BACT1132	9152172	NZ_ACEV01000003.1	591158	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. AA4
BACT1133	7916041	NZ_ACEW01000059.1	253839	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. C
BACT1135	6970553	NZ_GG770539.1	465543	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. SPB074
BACT1136	6897976	NZ_ACEU01000127.1	591157	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. SPB78
BACT1137	8548109	NZ_ACEZ01000100.1	591159	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces viridochromogenes
BACT1138	10369518	NC_013595.1	479432	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Streptosporangium	Streptosporangium roseum
BACT1139	3237471	NZ_ACBY02000016.1	411471	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	Subdoligranulum variabile
BACT114	5419036	NC_011725.1	405532	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
BACT1140	4002069	NZ_AALZ01000018.1	314267	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	Sulfitobacter sp. NAS-14.1
BACT1141	1640877	NC_012438.1	204536	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Sulfurihydrogenibium	Sulfurihydrogenibium azorense
BACT1142	1838442	NC_010730.1	436114	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Sulfurihydrogenibium	Sulfurihydrogenibium sp. YO3AOP1
BACT1143	1534471	NZ_ABZS01000002.1	432331	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Sulfurihydrogenibium	Sulfurihydrogenibium yellowstonense
BACT1144	2201561	NC_007575.1	326298	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurimonas	Sulfurimonas denitrificans
BACT1145	2306351	NC_013512.1	525898	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Sulfurospirillum	Sulfurospirillum deleyianum
BACT1146	2562277	NC_009663.1	387093	Bacteria	Proteobacteria	Epsilonproteobacteria	<not present>	<not present>	Sulfurovum	Sulfurovum sp. NBC37-1
BACT1147	3566135	NC_006177.1	292459	Bacteria	Firmicutes	Clostridia	Clostridiales	Symbiobacteriaceae	Symbiobacterium	Symbiobacterium thermophilum
BACT1148	2696255	NC_006576.1	269084	Bacteria	Cyanobacteria	<not present>	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus elongatus
BACT1149	2283377	NZ_AATZ01000001.1	313625	Bacteria	Cyanobacteria	<not present>	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. BL107
BACT115	5385750	NZ_ACME01000003.1	526978	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
BACT1150	2606748	NC_008319.1	64471	Bacteria	Cyanobacteria	<not present>	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. CC9311
BACT1151	2510659	NC_007516.1	110662	Bacteria	Cyanobacteria	<not present>	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. CC9605
BACT1152	2234828	NC_007513.1	316279	Bacteria	Cyanobacteria	<not present>	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. CC9902
BACT1153	3046682	NC_007776.1	321332	Bacteria	Cyanobacteria	<not present>	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. JA-2-3B'a(2-13)
BACT1154	2932766	NC_007775.1	321327	Bacteria	Cyanobacteria	<not present>	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. JA-3-3Ab
BACT1155	3414744	NC_010478.1	32049	Bacteria	Cyanobacteria	<not present>	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 7002
BACT1156	5964106	ABRV01000029.1	91464	Bacteria	Cyanobacteria	<not present>	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. PCC 7335
BACT1157	2224914	NC_009482.1	316278	Bacteria	Cyanobacteria	<not present>	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. RCC307
BACT1158	2664465	NZ_AAUA01000002.1	221359	Bacteria	Cyanobacteria	<not present>	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. RS9916
BACT1159	2579542	NZ_AANP01000008.1	221360	Bacteria	Cyanobacteria	<not present>	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. RS9917
BACT116	5548166	NZ_ACMD01000045.1	526976	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus
BACT1160	3043834	NZ_AANO01000117.1	69042	Bacteria	Cyanobacteria	<not present>	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. WH 5701
BACT1161	2366980	NC_009481.1	32051	Bacteria	Cyanobacteria	<not present>	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. WH 7803
BACT1162	2620367	NZ_AAOK01000013.1	59931	Bacteria	Cyanobacteria	<not present>	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. WH 7805
BACT1163	2434428	NC_005070.1	84588	Bacteria	Cyanobacteria	<not present>	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. WH 8102
BACT1164	2118490	ACNY01000002.1	166314	Bacteria	Cyanobacteria	<not present>	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus sp. WH 8109
BACT1165	3949364	NC_005230.1	1148	Bacteria	Cyanobacteria	<not present>	Synechococcales	Merismopediaceae	Synechocystis	Synechocystis sp. PCC 6803
BACT1166	4990251	NC_008554.1	335543	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	Syntrophobacter fumaroxidans
BACT1167	2936195	NC_008346.1	335541	Bacteria	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Syntrophomonas	Syntrophomonas wolfei
BACT1168	3179300	NC_007759.1	56780	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophus	Syntrophus aciditrophicus
BACT1169	5193164	NC_012997.1	377629	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Teredinibacter	Teredinibacter turnerae
